idx,blocks,b,sizes,J_float,J_recon,tag,wall_s
0,"[[0], [1], [2], [3], [4], [5]]",6,"[1, 1, 1, 1, 1, 1]",np.float64(1.0880185641326534e-14),0,zero,1718.42
